id,name,surname,city,street,street_number,postal_code
324328068,Justynka,Ochab,Kołaczyce,Domki,796,40-091
339979752,Emanuela,Zając,Kwidzyn,Lubiatowska,935,24-366
22101498,Alan,Czachowski,Bychawa,Bruśnicka,84,92-969
5250230,Zenek,Dobiecki,Jabłonowo Pomorskie,Kozietulskiego Jana,961,66-001
14156949,Mikołaj,Ramotowski,Głuszyca,Jezierskiego Jacka,106,18-168
482319,Wiesław,Gucwa,Dolsk,Belwederczyków,1383,15-947
77748810,Gienek,Białas,Gołdap,Żywocicka,350,96-798
17669708,Izrael,Regulski,Łaskarzew,Łużycka,1005,13-657
74276843,Leopold,Tatarkiewicz,Skalbmierz,Wojciecha Z Brudzewa,306,02-403
41650679,Benedykt,Wesołowski,Wrocław,Łazienna,1196,56-547
188745976,Jaśmina,Maciejewska,Bolesławiec,Szopienicka,479,07-427
109934169,Stanisława,Domachowska,Zator,Zielińska,837,32-408
28442504,Wyszomir,Lipski,Radłów,Reczeńska,787,35-688
43849071,Wawrzyn,Grzesiak,Sosnowiec,Olszanicka,914,30-053
218214371,Huberta,Krawczyk,Strzyżów,Wenecjańska,83,94-168
44083273,Mirosław,Narzymski,Lipsk,Powiatowa,316,24-937
224665,Tomasz,Wójcik,Szczecinek,Wyspiańskiego Stanisława,1135,83-734
8767075,Ryszard,Grabarz,Kołobrzeg,Jutrzyńska,1216,55-917
43759945,Maurycja,Iwańska,Stronie Śląskie,Kawiory,60,30-010
96721236,Mira,Samsonowicz,Gorzów Śląski,Konarowa,608,93-282
5328721,Patryk,Koszewski,Piła,Markowskiego Mariana,115,02-117
34637329,Maria,Urbanik,Mieroszów,Mołdawska,240,63-750
502849391,Iwonka,Winnicka,Konstantynów Łódzki,Arktyczna,1106,88-793
274479431,Grzegorz,Wilk,Górzno,Lubeckiego Franciszka Ksawerego,1014,49-686
57282718,Radomir,Rocki,Radzionków,Norymberska,286,33-454
568108019,Rachela,Iwańska,Pełczyce,Darwina Karola,481,87-552
88142305,Melchior,Łańcucki,Reszel,Straszewskiego Floriana,257,11-960
223174079,Wacław,Majerski,Starogard Gdański,Glinik,346,08-191
228843867,Ludwik,Rybicki,Rychwał,Kacza,98,10-237
500174,Norberta,Witczyk,Dąbrowa Górnicza,Lewkowa,265,56-093
385832994,Mira,Sadowska,Prabuty,Junikowska,1262,10-265
46971697,Boguchwała,Włodarczyk,Paczków,Świętego Floriana,559,85-337
89305573,Alfred,Glinka,Wieliczka,Szwajcarska,1033,30-271
214064574,Sławomir,Dębicki,Tykocin,Na Nowinach,758,99-295
55378172,Piotr,Dąbrowski,Wysokie Mazowieckie,Szymanowskiego Karola,322,83-667
8001318,Zenobiusz,Słaby,Wołomin,Piekarska,1101,74-734
16014430,Darek,Świętochowski,Olsztyn,Skalica,334,82-819
32874100,Janek,Piwarski,Płoty,Moszyńskiego Kazimierza,256,58-163
303681053,Basia,Bienias,Leśna,Duchacka,100,92-628
179561999,Tomek,Łazarczyk,Sułkowice,Robla Jana Zygmunta,249,82-190
17229500,Hugo,Maculewicz,Zbąszynek,Czyżyków,670,62-540
20808708,Witek,Gombrowicz,Górowo Iławeckie,Jarzębowa,416,40-062
462701629,Kunegunda,Filipowicz,Sejny,Krzesiny,287,59-480
28417869,Wawrzyn,Sulej,Gryfów Śląski,Margonińska,940,65-782
488378253,Cezaria,Pilarska,Mordy,Chlebowa,621,24-417
468848991,Idalia,Różańska,Krzyż Wielkopolski,Popławskiego Wacława,796,62-232
2993937,Weronika,Niewiadomska,Sędziszów,Przylasek,36,07-511
8914176,Stanisław,Świerczewski,Słupsk,Burszty Józefa,315,49-163
183005009,Lenka,Kucharska,Pszczyna,Szreniawska,1144,20-076
62572916,Mieczysław,Topolski,Węgliniec,Abrahama Romana,52,26-284
540694034,Albina,Tatarkiewicz,Chociwel,Polańska,1340,49-885
570415123,Jolanta,Mioduszewska,Kraśnik,Broniewskiego Władysława,1080,53-299
56153170,Kacper,Filipowicz,Pelplin,Stara Cegielnia,993,87-777
162038013,Lucjana,Tatarkiewicz,Staszów,Biała Droga,892,57-469
325563089,Dioniza,Brzana,Stalowa Wola,Jarzynowa,942,31-323
86152980,Marzena,Rusek,Kamienna Góra,Babinicza,896,81-506
494864165,Barbara,Marcinkiewicz,Grodzisk Wielkopolski,Orląt,519,06-716
133899142,Krystian,Lasocki,Zielonka,Hiszpańska,687,37-930
385917736,Lusia,Salicka,Mikołów,Podgórki Tynieckie,668,71-714
57816982,Tymoteusz,Rocki,Niemcza,Ehrenberga Gustawa,370,57-223
17439609,Edmund,Regulski,Kock,Twardogórska,280,66-468
472527785,Aniela,Dziadosz,Zawiercie,Stępnia Józefa,515,81-706
165624165,Helena,Skoczylas,Łochów,Zagonowa,903,95-173
146103214,Brunon,Wałach,Śmigiel,Tymotkowa,746,15-903
187403231,Angela,Chełmicka,Radzionków,Domowa,177,16-387
407957686,Linda,Gryga,Słomniki,Gramatyka,1000,79-958
86606737,Elwira,Świerczyńska,Gąbin,Kopciuszka,905,54-886
424325683,Pamela,Kaczanowska,Ryn,Malwowa,988,62-949
184419142,Tamara,Kijańska,Golczewo,Kluka Jana,352,15-250
32589588,Tobiasz,Białas,Orzesze,Studzianki,3,65-054
206984595,Janek,Dobrzyński,Żuromin,Zamłynie,921,02-915
311806135,Gienek,Bizoń,Siedlce,Heweliusza Jana,1322,72-467
17228732,Norberta,Wodzyńska,Sokołów Podlaski,Wioślarska,1229,71-021
56522354,Agnieszka,Komornicka,Pruchnik,Szafirowa,483,26-740
117170338,Kaja,Łańcucka,Chrzanów,Ozimina,582,57-553
311568567,Oliwier,Święcicki,Lubsko,Kanonicza,996,16-247
33313392,Teodor,Brzozowski,Cybinka,Wierzynka Mikołaja,39,77-411
100410545,Sara,Szafarz,Dąbie,Piekary,582,30-871
102122197,Henryka,Gołębiewska,Krosno Odrzańskie,Leśnowolska,1228,94-909
124946637,Klaudiusz,Witczak,Bytom,Palmowa,1345,42-810
109639136,Karina,Mołdrzyk,Chorzów,Ciekowiec,929,78-620
349509674,Agata,Więcek,Tarczyn,Żółwia,621,98-465
50413088,Sylwia,Skoczylas,Trzebiatów,Boya-Żeleńskiego Tadeusza,953,17-588
13173368,Halina,Górka,Mińsk Mazowiecki,Jutrzenka,674,83-161
37469743,Agata,Drzewiecka,Białobrzegi,Cmentarna,670,08-551
100509622,Oliwia,Jabłkowska,Ożarów,Szujskiego Józefa,1108,15-026
39527532,Jaromir,Pakosz,Łęknica,Dziewiarzy,1292,05-828
133278641,Czesław,Wójcicki,Gościno,Kwiatów Polskich,157,73-155
65594778,Konstanty,Rybicki,Orneta,Turecka,375,42-559
58325669,Olimpia,Magierowska,Toruń,Jana Pawła II,801,41-936
8331190,Hubert,Zając,Żerków,Zdobywców Monte Cassino,703,06-322
29449856,Weronika,Samsonowicz,Strzelce Opolskie,Złotej Kaczki,237,50-474
256155883,Rózia,Szczytko,Szczecinek,Murarska,1236,35-436
178796831,Marcella,Czech,Świebodzin,Olszanicka,489,48-964
195089580,Darzybór,Jabłonowski,Golczewo,Wachholza Leona,920,51-316
165437309,Dominik,Szpanowski,Błonie,Dębnicki Rynek,662,82-912
590440535,Andżelika,Baran,Poniatowa,Oraczy,642,85-136
472782680,Urszula,Reszke,Brzeszcze,Świętej Trójcy,41,23-343
127576034,Joachim,Surma,Bieżuń,Kasprowicza Jana Park,115,27-863
92762370,Klaudia,Nowicka,Stargard,Bernardyńska,552,08-255
23244600,Bohdan,Kmiecik,Nisko,Janczarskiego Czesława,1169,37-441
12374244,Janek,Waszkiewicz,Niepołomice,Jarochowskiego Kazimierza,106,29-809
496690153,Marianna,Szczawińska,Maków Mazowiecki,Charzykowska,806,12-497
75866655,Adam,Jagodziński,Kraków,Konwisarzy,927,44-201
55280964,Jagna,Moskal,Reszel,Santocka,161,95-436
106316603,Aleksander,Wielowieyski,Opole,Oboźna,472,82-385
565392366,Mariola,Łomnicka,Sopot,Kamedulska,1062,60-768
11887628,Ziemowit,Orliński,Jaraczewo,Pastelowa,739,91-251
417118543,Ireneusz,Rybicki,Bełżyce,Cisowa,908,62-195
27688923,Feliks,Małłek,Gryfów Śląski,Chabrowa,59,01-258
412667590,Hanna,Bużeńska,Świebodzin,Kuśnierska,1122,36-818
340694625,Ignacja,Łańcucka,Świnoujście,Ceglarska,679,02-394
75808420,Zenek,Zieliński,Kalisz Pomorski,Bronisza,148,69-084
6220116,Jacek,Wolański,Nałęczów,Olecka,1034,27-672
50407555,Wiola,Dobiecka,Zambrów,Koziorożca,579,54-871
173800933,Marzanna,Jaworska,Rabka-Zdrój,Krępy Aleksandra,381,25-949
65488727,Olimpia,Reszke,Kolno,Pużaka Kazimierza,1354,45-645
383769723,Julianna,Narzymska,Strzyżów,Trzech Króli,1179,04-271
441848624,Sylwia,Czachor,Pyzdry,Łamana,863,36-990
125374815,Michalina,Gawlik,Stawiszyn,Promyk,1164,45-353
476040672,Dobiesława,Radzińska,Brzeszcze,Wolińska,1056,50-323
305312834,Anastazja,Ostrowska,Mordy,Podzamcze,1097,25-587
562319995,Konstanty,Morawski,Krynica Morska,Do Luboni,593,06-715
241412083,Maks,Kuraś,Bukowno,Morstina Ludwika Hieronima,900,62-603
511839055,Iryda,Tarczyńska,Błaszki,Mogileńska,885,65-021
185917093,Jagna,Rataj,Bytom,Szpaków,48,53-259
218017661,Oliwier,Skubiszewski,Modliborzyce,Nadbrzeżna,805,97-563
29517980,Jurek,Frątczak,Piława Górna,Szadecka,834,38-986
12897469,Bożysław,Radziński,Moryń,Podłącze,1169,42-566
134231345,Agaton,Wolski,Otwock,Tretówka,919,56-251
189241762,Adam,Drewnowicz,Kietrz,Przyłuskiego Leona,1159,58-101
14308677,Miłosz,Kaczanowski,Olszyna,Zielewicza Ignacego,986,10-842
218265986,Anastazja,Gajda,Kartuzy,Turgieniewa Iwana,1196,24-731
63956,Lucjan,Pląskowscy,Wejherowo,Płocka,823,14-875
39986020,Bartosz,Kreczmar,Prószków,Pużaka Kazimierza,490,07-033
39539245,Franciszek,Wójcik,Tomaszów Lubelski,Jadźwingów,1042,14-728
8873100,Kacper,Perkowski,Rydzyna,Nowogrodzka,1205,92-229
125653838,Melchior,Teodorowicz,Łęczyca,Kotsisa Aleksandra,450,01-751
376312541,Klementyna,Szlagowska,Stepnica,Woronicza Jana Pawła,696,71-753
198878170,Mirek,Salicki,Gościno,Idzikowskiego Ludwika,295,74-952
131657701,Dionizy,Zych,Myślenice,Dietla Józefa,523,92-769
18443474,Dagmar,Otyś,Koziegłowy,Faszynowa,993,53-239
185515605,Grzymisława,Dębicka,Korsze,Sochaczewska,423,85-045
237556502,Benedykta,Waglewska,Gogolin,Augustynka-Wichury Antoniego,637,82-650
14046558,Waldemar,Tasior,Augustów,Opoczyńska,986,34-084
577654833,Wiola,Wiesiołowska,Skarszewy,Rzepakowa,915,34-091
5234410,Bona,Ignatowicz,Tarnowskie Góry,Gałęzowskiego Józefa,1103,49-537
1860257,Kazimierz,Sikorski,Rzepin,Zapolskiej Gabrieli,1192,67-036
22153242,Ala,Szklarska,Leszno,Darłowska,348,58-051
102101002,Bożydar,Polański,Bielsk Podlaski,Zimmer Zygmunty,305,36-670
140781858,Halka,Garbowska,Jastarnia,Karbowska,919,13-273
34147013,Danuta,Krakowiak,Dobczyce,Odmogile,906,46-040
10267874,Zygmund,Rafalski,Hel,Kupa,203,28-449
66331588,Basia,Wolańska,Wołomin,Kordylewskiego Kazimierza,60,02-226
124987207,Gertruda,Korczyńska,Szczebrzeszyn,Szopkarzy,33,60-106
1948313,Klementyna,Tworzewska,Przedecz,Kołaczy,1067,92-318
175654572,Donald,Dębicki,Dziwnów,Jaśkowiaka Franciszka,1189,77-247
429206539,Fatima,Orlińska,Lądek-Zdrój,Giedroycia Jerzego,582,39-998
72765120,Klaudia,Jurczyk,Krosno Odrzańskie,Nowosolska,1052,15-805
195976544,Aron,Kubicz,Skarżysko-Kamienna,Wiatraczna,598,00-047
133714319,Mira,Piwowarczyk,Rawa Mazowiecka,Symfoniczna,1312,49-111
125222308,Dariusz,Olszowski,Sławków,Śliczna,255,49-074
377348967,Olgierd,Oborski,Cedynia,Koronna,1160,21-411
71104344,Ziemowit,Staniewski,Krzepice,Saperska,1055,22-015
157137232,Olaf,Zieliński,Sulęcin,Księcia Mieszka I,140,74-164
14146527,Bohdan,Dziubdziela,Błonie,Welońskiego Piusa,1168,42-689
161961774,Ariadna,Józefowicz,Oborniki,Maciejkowa,1217,65-682
504647631,Kołodziej,Gąsiorowski,Zaklików,Okopowa,238,16-052
480802184,Halka,Pawlak,Gołdap,Wiewiórcza,1352,84-924
505726348,Benedykta,Suchocka,Turek,Rusznikarska-Deptak,857,43-272
128458485,Jarek,Bartyzel,Lubaczów,Brodzińskiego Kazimierza,18,25-578
72573664,Tymoteusz,Krakowiak,Skarszewy,Starego Mieszka,766,66-095
1860169,Ligia,Karpińska,Mogielnica,Podolańska,720,86-719
89854103,Ksawery,Fornalski,Białobrzegi,Dojazdowa,271,40-245
53144165,Fryderyka,Partyka,Krośniewice,Chełmońskiego Józefa,829,02-922
112770594,Adelajda,Świetlicka,Tykocin,Goplana,595,79-668
211729416,Barbara,Gondz,Wielichowo,Cieślewskiego Ernesta,386,24-436
87428405,Benedykt,Sieradzki,Łazy,Wenecjańska,856,35-183
498575687,Idzia,Drzewiecka,Kruszwica,Mielżyńskiego Seweryna,955,45-482
30299964,Konstanty,Jarczyński,Konstantynów Łódzki,Orląt,1354,14-374
510228494,Napoleon,Waglewski,Ruciane-Nida,Popiela,1065,21-188
127249445,Lucjan,Kamiński,Tomaszów Lubelski,Odmogile,743,69-432
35765573,Waldemar,Szczepanowski,Torzym,Świętej Anny,630,47-891
60472506,Róża,Sikorska,Skawina,Dojazd,527,14-162
47260761,Zuzanna,Kijańska,Olsztyn,Sawy-Calińskiego Józefa,38,56-308
86675278,Luiza,Hernik,Skała,Kcyńska,50,84-913
253209596,Józefina,Raszewska,Hajnówka,Pomykany,1236,44-298
380082318,Afrodyta,Borowska,Piła,Leszczynowa,512,52-133
39869465,Bożena,Olszowska,Bielawa,Udzieli Seweryna,140,13-561
335365417,Joachim,Nowicki,Przeworsk,Pod Sowińcem,844,96-720
31262997,Cezariusz,Dobrzański,Biała Podlaska,Kujawska,1186,44-815
330649268,Nela,Gardocka,Dobrzyca,Boranta,198,69-665
81468536,Felicjana,Paprocka,Darłowo,Robocza,596,59-410
102556937,Tomasz,Krupski,Żabno,Przy Młynówce,1265,84-698
79454462,Piotr,Krauze,Kozienice,Podmiłów,1295,65-102
79689585,Kornelia,Kukiz,Czyżew,Kasztelańska,496,42-652
50889901,Hubert,Waliszewski,Kolno,Buraczana,482,58-704
173356257,Gerwazy,Popek,Lubsko,Cyniowa,738,97-737
179832721,Gaweł,Ryś,Cybinka,Brązownicza,327,94-931
8303085,Bonifacy,Wasiak,Chojnów,Maćka Z Bogdańca,1281,96-725
447668698,Fabiana,Breza,Karpacz,Cisowa,189,24-286
337758099,Anna,Waglewska,Szczekociny,Teokryta,201,79-704
58703869,Gloria,Koziej,Siedlce,Zakliki Z Mydlinik,94,01-420
275063210,Lila,Zajączkowska,Tomaszów Lubelski,Wypoczynkowa,833,41-577
41178697,Paweł,Korczyński,Nowogard,Bosacka,955,93-803
1609841,Gniewomir,Stróżek,Radków,Mielżyńskiego Seweryna,644,10-098
2979981,Cezariusz,Partyka,Tomaszów Mazowiecki,Turystyczna,432,84-550
44000991,Mela,Marcinkiewicz,Pilawa,Wilczy Stok,960,53-623
46012909,Wojtek,Czachor,Sztum,Kowalska,791,39-526
262380247,Mirka,Łomnicka,Ruciane-Nida,Ratajskiego Cyryla,136,70-080
52986627,Klaudia,Kaczorowska,Zelów,Rydlewskich Marii I Celestyna,1219,24-011
370446610,Michalina,Gawkowska,Konstancin-Jeziorna,Żubrowa,1343,81-216
496083324,Felicjana,Golka,Węgliniec,Stefczyka Franciszka,298,22-620
265569463,Marysia,Reszke,Karlino,Piwnika Ponurego Jana,692,02-174
2190969,Radomił,Stróżek,Karczew,Gosławicka,1219,47-984
532510539,Monika,Kamińska,Strzelce Opolskie,Bukowa,1338,68-317
3425166,Cezary,Surdykowski,Rybnik,Lubońska,229,30-699
212837031,Anatol,Raszewski,Piła,Paszty Józefa,463,70-517
51313293,Alfreda,Gawkowska,Czaplinek,Aliny,1184,47-199
201896100,Żaneta,Zatorska,Kłodzko,Przelot,823,47-985
167256059,Dagmara,Rutowicz,Tuczno,Podskale,276,41-774
187412043,Iwo,Marcinkowski,Proszowice,Sanocka,495,95-171
271387290,Wojciech,Przypkowski,Bobowa,Ziemska,1095,79-123
34807081,Jowita,Baran,Golczewo,Nad Dłubnią,1181,71-389
292881354,Jolanta,Majerska,Kielce,Brzozowskiego Stanisława,45,81-119
26857446,Julianna,Buczkowska,Gostynin,Kozia,288,35-973
92810132,Zbigniew,Borawski,Gliwice,Dęboroga,130,90-716
53969583,Bazyli,Wodzyński,Wąsosz,Borowego Piotra,1164,65-203
283915775,Piotr,Zajączkowski,Szczebrzeszyn,Wernyhory,584,64-092
357521155,Izrael,Brzozowski,Nowe Miasto Lubawskie,Burzyńskiego Zbigniewa,1290,47-446
373544561,Julita,Suwart,Pelplin,Aliny,696,80-369
67426899,Natan,Żmuda,Świątniki Górne,Szczęśliwa,66,73-688
260607578,Dobrawa,Małachowska,Łochów,Górczyńska,666,71-030
57216892,Honorata,Partyka,Bisztynek,Malborska,1324,79-058
7712610,Manuel,Królicki,Szczebrzeszyn,Wielogórska,1255,21-862
16085026,Wojtek,Palowicz,Węgrów,Pysocice,287,36-136
128154691,Donald,Zatorski,Obrzycko,Estreicherów,189,77-667
138265423,Romuald,Rubinowicz,Supraśl,Solskiego Ludwika,1284,18-408
33949561,Lucjusz,Wolański,Piła,Pelargoniowa,1027,17-959
81647042,Fryderyka,Kaczorowska,Środa Śląska,Lubomierska,886,75-236
455370530,Amelia,Bielecka,Jaraczewo,Pana Cogito,1278,73-208
69753939,Danka,Rocka,Wojkowice,Duszna,1337,68-831
96845720,Maciej,Makowski,Gąbin,Startowa,872,69-880
265210411,Honorata,Surdykowska,Tuchów,Bociana,1215,02-000
52773766,Przemysław,Wojtaczka,Płock,Norwida Cypriana Kamila,1296,75-128
504339120,Bożenna,Kamińska,Wałcz,Trawiasta,414,67-878
378117228,Arleta,Janicka,Świdwin,Lądecka,1160,71-508
296995394,Bożenna,Onufrowicz,Bodzentyn,Zakliki Z Mydlinik,366,25-728
63703963,Hania,Marciniak,Rogoźno,Kmietowicza Leopolda,1194,13-206
134101153,Kryspian,Wielowieyski,Nowy Sącz,Filarecka,150,12-744
442352914,Radziwił,Korwin-Szymanowski,Chorzów,Charzykowska,753,19-560
2277169,Alfreda,Smolar,Ozorków,Na Wiankach,764,17-634
140617,Berta,Drewniowska,Rabka-Zdrój,Sawickiego Jana,374,98-083
138386904,Liliana,Krzyżanowska,Olsztyn,Pańska,243,47-033
205554443,Gerald,Podgórski,Wilamowice,Wypoczynkowa,650,01-712
305375135,Zyta,Wieczorkowska,Przemyśl,Małe Garbary,883,85-340
671308,Mieczysław,Kaczor,Łaziska Górne,Smoleńskiego Jerzego,1080,97-881
223006337,Dagna,Baran,Tarnogród,Wonna,973,14-714
108571213,Łucja,Mazurek,Chełmża,Czarnochowicka,279,37-119
337663480,Kalina,Kossowska,Czarna Woda,Balicka,989,77-458
193426030,Dobrawa,Szczawińska,Malbork,Borowego Piotra,914,44-794
84727498,Lilia,Kasprowicz,Wąchock,Grzybki,738,61-937
1191444,Józef,Ostrowski,Łaziska Górne,Pileckiego Witolda,1078,93-132
377320477,Maksym,Niewiarowski,Mikołajki,Mielżyńskiego Seweryna,887,80-446
23315497,Jagoda,Betlińska,Brwinów,Kochmańskiego Tadeusza,809,88-551
96753349,Natasza,Smulikowska,Ostrzeszów,Przesmyk,343,62-645
159582807,Władysława,Boguska,Żary,Jezierskiego Wincentego,528,15-538
73594587,Genowefa,Borys,Wronki,Za Skłonem,322,21-812
88052044,Krzysztof,Błaszczykowski,Grybów,Stokowa,347,79-087
70187816,Celestyn,Borys,Drawno,Różyczkowa,393,59-937
112139688,Napoleon,Nowicki,Żukowo,Promyk,107,82-718
513190574,Radomir,Mejsztowicz,Radków,Słupecka,1192,68-723
989146,Alfred,Kurtyka,Strzelin,Braci Polskich,1135,35-947
3423524,Arnold,Dancewicz,Toruń,Rawicka,567,38-493
192524466,Marcella,Skoczylas,Śmigiel,Pierzchówka,794,98-785
307713519,Odetta,Kubicz,Wschowa,3 Maja,1037,48-942
81981181,Mirek,Kotowski,Lidzbark,Okrzei Stefana,448,81-339
177869105,Aleksa,Wójcik,Pieszyce,Zawady,1169,23-732
5186845,Karola,Strużyna,Suchowola,Głęboka,176,79-025
568385697,Leona,Witkowska,Kowary,Betlejemska,983,42-530
460038129,Lidka,Lipska,Sława,Drwęskiego Jarogniewa,27,05-374
234361163,Adrianna,Zielonko,Żmigród,Mysłakowskiego Zygmunta,284,66-264
5117783,Bożysław,Turczyński,Bojanowo,Torowa,852,10-759
6589819,Antoni,Piecha,Suwałki,Juranda,391,11-209
357185687,Aleksa,Giergielewicz,Swarzędz,Bystra,236,84-608
271777952,Gienek,Maniura,Lwówek Śląski,Nagłowicka,686,62-486
581676877,Daniela,Lewińska,Kołobrzeg,Wandy,368,82-941
100184038,Kacper,Galiński,Zgierz,Rejtana Tadeusza,25,89-788
348905222,Antonia,Szlawska,Krynica-Zdrój,Karmelicka,885,91-633
16774193,Ernest,Raniszewski,Wleń,Kępińskiego Antoniego,201,98-775
568909,Dobiesław,Białecki,Czerniejewo,Folwarczna,880,13-767
136048087,Arek,Cichy,Błaszki,Trzcianecka,411,83-849
483949980,Michalina,Piwowarczyk,Nowy Sącz,Duszna,672,17-839
147961015,Wyszomir,Nowacki,Ostrzeszów,Polarna,161,14-261
317124265,Angelika,Porowska,Wolbrom,Czechowska,907,61-998
513881218,Wiola,Wójcik,Sulejów,Klimeckiego Stanisława,810,69-153
126326605,Rachela,Gadowska,Kolbuszowa,Pck,411,69-559
103266881,Bernadetta,Wieczorkowska,Tczew,Bachledy Klimka,526,06-765
6882124,Ludmiła,Adamiuk,Zabłudów,Łysogórska,282,62-264
263659684,Magdalena,skabińska,Ropczyce,Nadwarciańska,310,74-318
51025814,Zyta,Kuraś,Łaszczów,Malborska,1335,49-610
117044732,Maksymilian,Matkowski,Alwernia,Żółkiewskiego Stanisława,639,45-929
376565491,Radosław,Orski,Milanówek,Mielżyńskiego Seweryna,639,24-715
131255903,Barbara,Zajączkowska,Nowe Miasto nad Pilicą,Srebrnych Orłów,1085,66-015
8549728,Andrzej,Godlewski,Ostrów Wielkopolski,Rozrywka,560,49-058
564923544,Romualda,Białas,Mszana Dolna,Iłowska,1398,24-748
152670782,Marylka,Grzesiak,Boguszów-Gorce,Wallek-Walewskiego Bolesława,1040,28-971
34183019,Penelopa,Zaremba,Głuchołazy,Kępska,409,58-945
214277012,Joachim,Ślusarski,Pniewy,Olsztyńska,368,72-164
149752939,Bogna,Wojtaczka,Mieszkowice,Sławomira,331,38-689
179927080,Barbara,Wilczyńska,Bytom Odrzański,Habeli Adama,57,94-531
27484288,Irena,Szablewska,Płońsk,Wallenroda Konrada,1389,94-636
404632389,Zenobiusz,Kaczmarski,Garwolin,Świerkowa,1400,38-861
598787075,Małgorzata,Rogalska,Miasteczko Śląskie,Arsenał,242,16-347
48346991,Tadeusz,Pilarski,Koźmin Wielkopolski,Folwarczna,89,26-938
341856699,Otylia,Kurska,Izbica Kujawska,Nad Potokiem,724,53-969
52335697,Dagmara,Maculewicz,Lipsko,Ługańska,277,08-146
151899305,Rozalia,Zych,Krasnobród,Prześwit,877,12-803
50462311,Kołodziej,Rzepecki,Chęciny,Wilkońskich,1006,84-911
207393047,Teresa,Kozakiewicz,Płoty,Tczewska,535,27-218
32950964,Mieszko,Michalak,Boguszów-Gorce,Stęszewska,1268,18-401
19217814,Maciej,Gawlik,Strzelce Krajeńskie,Żółtej Ciżemki,496,46-010
458535865,Kazimierz,Maśliński,Siemiatycze,Na Mostkach,239,16-320
27313599,Tadeusz,Górski,Ujście,700-Lecia,313,38-838
28582161,Grzymisława,Sieradzki,Radomyśl Wielki,Załęże,1014,28-805
20574921,Teofil,Witczak,Zduńska Wola,Meteorytowa,1352,95-722
195117729,Kamil,Radziński,Sandomierz,Cuplowa,699,31-280
16890629,Mieczysława,Tworzewska,Sobótka,Ostrzeszowska,692,03-080
22142844,Ziemowit,Skrok,Bukowno,Rumiankowa,773,12-389
265853414,Kasia,Grzesiuk,Piotrków Trybunalski,Dukielska,228,00-342
99214391,Ada,Stasiuk,Cybinka,Ondraszka,285,58-340
525010472,Julita,Ochocka,Ziębice,Czarnkowska,868,56-663
94036447,Rafał,Kaznowski,Poręba,Begoniowa,1197,40-154
26100210,Wera,Marcinkiewicz,Lwówek Śląski,Ustrzycka,1277,43-898
93963687,Monika,Puchała,Kalety,Dąbrowskiego Jana Henryka,1107,21-141
2077838,Bonifacy,Wojnar,Siemiatycze,Limanowskiego Bolesława,647,65-603
7114238,Leszek,Godlewski,Polanica-Zdrój,Vetulaniego Tadeusza,829,83-387
497047747,Cyprian,Kasprzyk,Dąbie,Wróżenicka,61,11-268
137116440,Dobiesława,Redyk,Łochów,Bohomolca Franciszka,973,51-825
61925417,Benedykt,Leja,Lidzbark Warmiński,Polna,930,53-790
205399295,Maciek,Wąsiel,Młynary,Batalionu 'Zośka',1051,98-256
436993274,Aneta,Gucwa,Przemków,Graniowa,692,58-957
20313010,Sylwester,Ambroziak,Chełmża,Czarnohorska,559,45-207
13513397,Ilza,Małłek,Lidzbark,Sobolowa,1032,19-676
30581418,Jakub,Jabłoński,Namysłów,Pajdaka Antoniego,950,19-917
80927702,Teofil,Wilczyński,Szczawno-Zdrój,Łowiecka,1185,41-887
363854131,Waldemar,Kruszewski,Trzciel,Sokola,1025,13-658
257012149,Antonia,Dziadosz,Bochnia,Bogucianka,228,72-796
19580642,Bazyli,Roguski,Łaskarzew,Rybaki,1058,43-016
42640711,Damian,Boguski,Margonin,Bortnowskiego Władysława,453,34-683
283901477,Irena,Dunajewska,Myślenice,Rodziewiczówny Marii,866,23-708
476908974,Marzanna,Tomankiewicz,Kielce,Starachowicka,675,74-014
99801105,Bolesław,Trzebiatowski,Pieszyce,Piwoniowa,396,74-920
2338337,Sylwester,Lemański,Strzelno,Bogucianka,68,53-646
253486571,Felicja,Smolik,Sędziszów,Kowalska,522,54-538
160091193,Maciej,Grabiński,Wolbórz,Mogiłki,524,47-951
92759620,Norberta,Łagodzki,Ińsko,Janczarskiego Czesława,50,29-323
47757236,Waldek,Sarnowski,Rybnik,Jagiełły Władysława,1309,52-074
356521885,Idzia,Olechowska,Pyskowice,Roosevelta Franklina,173,02-204
71042817,Borys,Świetlicki,Radzyń Chełmiński,Człopska,299,24-532
1327518,Oskar,Jurczyk,Otwock,Podlesie,1353,07-167
120873180,Hieronim,Wróblewski,Rzepin,Sarego Józefa,1281,78-154
535688625,Emanuela,Jarczyńska,Krynki,Strażewicza Wacława,388,91-296
248020870,Danusia,Firląg,Września,Ciechanowskiego Stanisława,1367,62-371
522297240,Alfreda,Woźniak,Piława Górna,Kątowa,174,70-825
5231591,Rysiek,Łomnicki,Brok,Tymienieckiego Kazimierza,252,29-500
419453075,Maria,Wojtaczka,Ostrowiec Świętokrzyski,Braterska,1063,35-160
210740880,Jędrzej,Rusek,Przemyśl,Makuszyńskiego Kornela,621,56-267
239579354,Aleksa,Wojtaczka,Zabrze,Jezierskiego Jacka,785,44-276
8010701,Włodzimierz,Witkowski,Kudowa-Zdrój,Rygiera Teodora,1176,91-262
